grain;wine;timber;cattle;fruit;fish;wool;coal;iron;cotton;tea;coffee;tropical_wood;tobaco;sulphur;silk;opium;precious_metal;rubber;aeroplane;ammunition;artillery;automobile;tanks;canned_food;cement;clipper;electric_gear;explosives;fabric;fertilizer;fuel;furniture;glass;liquor;lumber;luxury_clothes;luxury_furniture;machine_parts;paper;radio;regular_clothes;small_arms;steamer;steel;telephone;oil;dye;
0.39;11.18;6.52;0.39;1.32;0.72;3.52;2.4;1.8;0.72;0.38;0.33;2.52;1.02;2;0.05;0.15;2;0.16;111.48;18.98;61.48;71.48;99.48;17.48;17.48;43.48;6.48;21.48;3.28;11.48;26.48;6.38;4.38;7.88;2.48;66.48;60.48;37.48;4.88;17.48;7.28;38.48;66.48;6.18;17.48;1;0.04;
0.39;11.19;6.51;0.39;1.31;0.71;3.51;2.4;1.8;0.71;0.38;0.33;2.51;1.01;2;0.05;0.15;2;0.16;111.49;18.99;61.49;71.49;99.49;17.49;17.49;43.49;6.49;21.49;3.29;11.49;26.49;6.39;4.39;7.89;2.49;66.49;60.49;37.49;4.89;17.49;7.29;38.49;66.49;6.19;17.49;1;0.04;
0.39;11.2;6.5;0.39;1.3;0.7;3.5;2.4;1.8;0.7;0.38;0.33;2.5;1;2;0.05;0.15;2;0.16;111.5;19;61.5;71.5;99.5;17.5;17.5;43.5;6.5;21.5;3.3;11.5;26.5;6.4;4.4;7.9;2.5;66.5;60.5;37.5;4.9;17.5;7.3;38.5;66.5;6.2;17.5;1;0.04;
0.39;11.21;6.49;0.39;1.29;0.69;3.49;2.4;1.8;0.69;0.38;0.33;2.49;0.99;2;0.05;0.15;2;0.16;111.51;19.01;61.51;71.51;99.51;17.51;17.51;43.51;6.51;21.51;3.31;11.51;26.51;6.41;4.41;7.91;2.51;66.51;60.51;37.51;4.91;17.51;7.31;38.51;66.51;6.21;17.51;1;0.04;
0.39;11.22;6.48;0.39;1.28;0.68;3.48;2.4;1.8;0.68;0.38;0.33;2.48;0.98;2;0.05;0.15;2;0.16;111.52;19.02;61.52;71.52;99.52;17.52;17.52;43.52;6.52;21.52;3.32;11.52;26.52;6.42;4.42;7.92;2.52;66.52;60.52;37.52;4.92;17.52;7.32;38.52;66.52;6.22;17.52;1;0.04;
0.39;11.23;6.47;0.39;1.27;0.67;3.47;2.4;1.8;0.67;0.38;0.33;2.47;0.97;2;0.05;0.15;2;0.16;111.53;19.03;61.53;71.53;99.53;17.53;17.53;43.53;6.53;21.53;3.33;11.53;26.53;6.43;4.43;7.93;2.53;66.53;60.53;37.53;4.93;17.53;7.33;38.53;66.53;6.23;17.53;1;0.04;
0.39;11.24;6.46;0.39;1.26;0.66;3.46;2.4;1.8;0.66;0.38;0.33;2.46;0.96;2;0.05;0.15;2;0.16;111.54;19.04;61.54;71.54;99.54;17.54;17.54;43.54;6.54;21.54;3.34;11.54;26.54;6.44;4.44;7.94;2.54;66.54;60.54;37.54;4.94;17.54;7.34;38.54;66.54;6.24;17.54;1;0.04;
0.39;11.25;6.45;0.39;1.25;0.65;3.45;2.4;1.8;0.65;0.38;0.33;2.45;0.95;2;0.05;0.15;2;0.16;111.55;19.05;61.55;71.55;99.55;17.55;17.55;43.55;6.55;21.55;3.35;11.55;26.55;6.45;4.45;7.95;2.55;66.55;60.55;37.55;4.95;17.55;7.35;38.55;66.55;6.25;17.55;1;0.04;
0.39;11.26;6.44;0.39;1.24;0.64;3.44;2.4;1.8;0.64;0.38;0.33;2.44;0.94;2;0.05;0.15;2;0.16;111.56;19.06;61.56;71.56;99.56;17.56;17.56;43.56;6.56;21.56;3.36;11.56;26.56;6.46;4.46;7.96;2.56;66.56;60.56;37.56;4.96;17.56;7.36;38.56;66.56;6.26;17.56;1;0.04;
0.39;11.27;6.43;0.39;1.23;0.63;3.43;2.4;1.8;0.63;0.38;0.33;2.43;0.93;2;0.05;0.15;2;0.16;111.57;19.07;61.57;71.57;99.57;17.57;17.57;43.57;6.57;21.57;3.37;11.57;26.57;6.47;4.47;7.97;2.57;66.57;60.57;37.57;4.97;17.57;7.37;38.57;66.57;6.27;17.57;1;0.04;
0.39;11.28;6.42;0.39;1.22;0.62;3.42;2.4;1.8;0.62;0.38;0.33;2.42;0.92;2;0.05;0.15;2;0.16;111.58;19.08;61.58;71.58;99.58;17.58;17.58;43.58;6.58;21.58;3.38;11.58;26.58;6.48;4.48;7.98;2.58;66.58;60.58;37.58;4.98;17.58;7.38;38.58;66.58;6.28;17.58;1;0.04;
0.39;11.29;6.41;0.39;1.21;0.61;3.41;2.4;1.8;0.61;0.38;0.33;2.41;0.91;2;0.05;0.15;2;0.16;111.59;19.09;61.59;71.59;99.59;17.59;17.59;43.59;6.59;21.59;3.39;11.59;26.59;6.49;4.49;7.99;2.59;66.59;60.59;37.59;4.99;17.59;7.39;38.59;66.59;6.29;17.59;1;0.04;
0.39;11.3;6.4;0.39;1.2;0.6;3.4;2.4;1.8;0.6;0.38;0.33;2.4;0.9;2;0.05;0.15;2;0.16;111.6;19.1;61.6;71.6;99.6;17.6;17.6;43.6;6.6;21.6;3.4;11.6;26.6;6.5;4.5;8;2.6;66.6;60.6;37.6;5;17.6;7.4;38.6;66.6;6.3;17.6;1;0.04;
0.39;11.31;6.39;0.39;1.19;0.59;3.39;2.4;1.8;0.59;0.38;0.33;2.39;0.89;2;0.05;0.15;2;0.16;111.61;19.11;61.61;71.61;99.61;17.61;17.61;43.61;6.61;21.61;3.41;11.61;26.61;6.51;4.51;8.01;2.61;66.61;60.61;37.61;5.01;17.61;7.41;38.61;66.61;6.31;17.61;1;0.04;
0.39;11.32;6.38;0.39;1.18;0.58;3.38;2.4;1.8;0.58;0.38;0.33;2.38;0.88;2;0.05;0.15;2;0.16;111.62;19.12;61.62;71.62;99.62;17.62;17.62;43.62;6.62;21.62;3.42;11.62;26.62;6.52;4.52;8.02;2.62;66.62;60.62;37.62;5.02;17.62;7.42;38.62;66.62;6.32;17.62;1;0.04;
0.39;11.33;6.37;0.39;1.17;0.57;3.37;2.4;1.8;0.57;0.38;0.33;2.37;0.87;2;0.05;0.15;2;0.16;111.63;19.13;61.63;71.63;99.63;17.63;17.63;43.63;6.63;21.63;3.43;11.63;26.63;6.53;4.53;8.03;2.63;66.63;60.63;37.63;5.03;17.63;7.43;38.63;66.63;6.33;17.63;1;0.04;
0.39;11.34;6.36;0.39;1.16;0.56;3.36;2.4;1.8;0.56;0.38;0.33;2.36;0.86;2;0.05;0.15;2;0.16;111.64;19.14;61.64;71.64;99.64;17.64;17.64;43.64;6.64;21.64;3.44;11.64;26.64;6.54;4.54;8.04;2.64;66.64;60.64;37.64;5.04;17.64;7.44;38.64;66.64;6.34;17.64;1;0.04;
0.39;11.35;6.35;0.39;1.15;0.55;3.35;2.4;1.8;0.55;0.38;0.33;2.35;0.85;2;0.05;0.15;2;0.16;111.65;19.15;61.65;71.65;99.65;17.65;17.65;43.65;6.65;21.65;3.45;11.65;26.65;6.55;4.55;8.05;2.65;66.65;60.65;37.65;5.05;17.65;7.45;38.65;66.65;6.35;17.65;1;0.04;
0.39;11.36;6.34;0.39;1.14;0.54;3.34;2.4;1.8;0.54;0.38;0.33;2.34;0.84;2;0.05;0.15;2;0.16;111.66;19.16;61.66;71.66;99.66;17.66;17.66;43.66;6.66;21.66;3.46;11.66;26.66;6.56;4.56;8.06;2.66;66.66;60.66;37.66;5.06;17.66;7.46;38.66;66.66;6.36;17.66;1;0.04;
0.39;11.37;6.33;0.39;1.13;0.53;3.33;2.4;1.8;0.53;0.38;0.33;2.33;0.83;2;0.05;0.15;2;0.16;111.67;19.17;61.67;71.67;99.67;17.67;17.67;43.67;6.67;21.67;3.47;11.67;26.67;6.57;4.57;8.07;2.67;66.67;60.67;37.67;5.07;17.67;7.47;38.67;66.67;6.37;17.67;1;0.04;
0.39;11.38;6.32;0.39;1.12;0.52;3.32;2.4;1.8;0.52;0.38;0.33;2.32;0.82;2;0.05;0.15;2;0.16;111.68;19.18;61.68;71.68;99.68;17.68;17.68;43.68;6.68;21.68;3.48;11.68;26.68;6.58;4.58;8.08;2.68;66.68;60.68;37.68;5.08;17.68;7.48;38.68;66.68;6.38;17.68;1;0.04;
0.39;11.39;6.31;0.39;1.11;0.51;3.31;2.4;1.8;0.51;0.38;0.33;2.31;0.81;2;0.05;0.15;2;0.16;111.69;19.19;61.69;71.69;99.69;17.69;17.69;43.69;6.69;21.69;3.49;11.69;26.69;6.59;4.59;8.09;2.69;66.69;60.69;37.69;5.09;17.69;7.49;38.69;66.69;6.39;17.69;1;0.04;
0.39;11.4;6.3;0.39;1.1;0.5;3.3;2.4;1.8;0.5;0.38;0.33;2.3;0.8;2;0.05;0.15;2;0.16;111.7;19.2;61.7;71.7;99.7;17.7;17.7;43.7;6.7;21.7;3.5;11.7;26.7;6.6;4.6;8.1;2.7;66.7;60.7;37.7;5.1;17.7;7.5;38.7;66.7;6.4;17.7;1;0.04;
0.39;11.41;6.29;0.39;1.09;0.49;3.29;2.4;1.8;0.49;0.38;0.33;2.29;0.79;2;0.05;0.15;2;0.16;111.71;19.21;61.71;71.71;99.71;17.71;17.71;43.71;6.71;21.71;3.51;11.71;26.71;6.61;4.61;8.11;2.71;66.71;60.71;37.71;5.11;17.71;7.51;38.71;66.71;6.41;17.71;1;0.04;
0.39;11.42;6.28;0.39;1.08;0.48;3.28;2.4;1.8;0.48;0.38;0.33;2.28;0.78;2;0.05;0.15;2;0.16;111.72;19.22;61.72;71.72;99.72;17.72;17.72;43.72;6.72;21.72;3.52;11.72;26.72;6.62;4.62;8.12;2.72;66.72;60.72;37.72;5.12;17.72;7.52;38.72;66.72;6.42;17.72;1;0.04;
0.39;11.43;6.27;0.39;1.07;0.48;3.27;2.4;1.8;0.48;0.38;0.33;2.27;0.77;2;0.05;0.15;2;0.16;111.73;19.23;61.73;71.73;99.73;17.73;17.73;43.73;6.73;21.73;3.53;11.73;26.73;6.63;4.63;8.13;2.73;66.73;60.73;37.73;5.13;17.73;7.53;38.73;66.73;6.43;17.73;1;0.04;
0.39;11.44;6.26;0.39;1.06;0.48;3.26;2.4;1.8;0.48;0.38;0.33;2.26;0.76;2;0.05;0.15;2;0.16;111.74;19.24;61.74;71.74;99.74;17.74;17.74;43.74;6.74;21.74;3.54;11.74;26.74;6.64;4.64;8.14;2.74;66.74;60.74;37.74;5.14;17.74;7.54;38.74;66.74;6.44;17.74;1;0.04;
0.39;11.45;6.25;0.39;1.05;0.48;3.25;2.4;1.8;0.48;0.38;0.33;2.25;0.75;2;0.05;0.15;2;0.16;111.75;19.25;61.75;71.75;99.75;17.75;17.75;43.75;6.75;21.75;3.55;11.75;26.75;6.65;4.65;8.15;2.75;66.75;60.75;37.75;5.15;17.75;7.55;38.75;66.75;6.45;17.75;1;0.04;
0.39;11.46;6.24;0.39;1.04;0.48;3.24;2.4;1.8;0.48;0.38;0.33;2.24;0.74;2;0.05;0.15;2;0.16;111.76;19.26;61.76;71.76;99.76;17.76;17.76;43.76;6.76;21.76;3.56;11.76;26.76;6.66;4.66;8.16;2.76;66.76;60.76;37.76;5.16;17.76;7.56;38.76;66.76;6.46;17.76;1;0.04;
0.39;11.47;6.23;0.39;1.03;0.48;3.23;2.4;1.8;0.48;0.38;0.33;2.23;0.73;2;0.05;0.15;2;0.16;111.77;19.27;61.77;71.77;99.77;17.77;17.77;43.77;6.77;21.77;3.57;11.77;26.77;6.67;4.67;8.17;2.77;66.77;60.77;37.77;5.17;17.77;7.57;38.77;66.77;6.47;17.77;1;0.04;
0.39;11.48;6.22;0.39;1.02;0.48;3.22;2.4;1.8;0.48;0.38;0.33;2.22;0.72;2;0.05;0.15;2;0.16;111.78;19.28;61.78;71.78;99.78;17.78;17.78;43.78;6.78;21.78;3.58;11.78;26.78;6.68;4.68;8.18;2.78;66.78;60.78;37.78;5.18;17.78;7.58;38.78;66.78;6.48;17.78;1;0.04;
0.39;11.49;6.21;0.39;1.01;0.48;3.21;2.4;1.8;0.48;0.38;0.33;2.21;0.71;2;0.05;0.15;2;0.16;111.79;19.29;61.79;71.79;99.79;17.79;17.79;43.79;6.79;21.79;3.59;11.79;26.79;6.69;4.69;8.19;2.79;66.79;60.79;37.79;5.19;17.79;7.59;38.79;66.79;6.49;17.79;1;0.04;
0.39;11.5;6.2;0.39;1;0.48;3.2;2.4;1.8;0.48;0.38;0.33;2.2;0.7;2;0.05;0.15;2;0.16;111.8;19.3;61.8;71.8;99.8;17.8;17.8;43.8;6.8;21.8;3.6;11.8;26.8;6.7;4.7;8.2;2.8;66.8;60.8;37.8;5.2;17.8;7.6;38.8;66.8;6.5;17.8;1;0.04;
0.39;11.51;6.19;0.39;0.99;0.48;3.19;2.4;1.8;0.48;0.38;0.33;2.19;0.69;2;0.05;0.15;2;0.16;111.81;19.31;61.81;71.81;99.81;17.81;17.81;43.81;6.81;21.81;3.61;11.81;26.81;6.71;4.71;8.21;2.81;66.81;60.81;37.81;5.21;17.81;7.61;38.81;66.81;6.51;17.81;1;0.04;
0.39;11.52;6.18;0.39;0.98;0.48;3.18;2.4;1.8;0.48;0.38;0.33;2.18;0.68;2;0.05;0.15;2;0.16;111.82;19.32;61.82;71.82;99.82;17.82;17.82;43.82;6.82;21.82;3.62;11.82;26.82;6.72;4.72;8.22;2.82;66.82;60.82;37.82;5.22;17.82;7.62;38.82;66.82;6.52;17.82;1;0.04;
0.39;11.53;6.17;0.39;0.97;0.48;3.17;2.4;1.8;0.48;0.38;0.33;2.17;0.67;2;0.05;0.15;2;0.16;111.83;19.33;61.83;71.83;99.83;17.83;17.83;43.83;6.83;21.83;3.63;11.83;26.83;6.73;4.73;8.23;2.83;66.83;60.83;37.83;5.23;17.83;7.63;38.83;66.83;6.53;17.83;1;0.04;
0.39;11.54;6.16;0.39;0.96;0.48;3.16;2.4;1.8;0.48;0.38;0.33;2.16;0.66;2;0.05;0.15;2;0.16;111.84;19.34;61.84;71.84;99.84;17.84;17.84;43.84;6.84;21.84;3.64;11.84;26.84;6.74;4.74;8.24;2.84;66.84;60.84;37.84;5.24;17.84;7.64;38.84;66.84;6.54;17.84;1;0.04;
0.39;11.55;6.15;0.39;0.95;0.48;3.15;2.4;1.8;0.48;0.38;0.33;2.15;0.65;2;0.05;0.15;2;0.16;111.85;19.35;61.85;71.85;99.85;17.85;17.85;43.85;6.85;21.85;3.65;11.85;26.85;6.75;4.75;8.25;2.85;66.85;60.85;37.85;5.25;17.85;7.65;38.85;66.85;6.55;17.85;1;0.04;
0.39;11.56;6.14;0.39;0.94;0.48;3.14;2.4;1.8;0.48;0.38;0.33;2.14;0.64;2;0.05;0.15;2;0.16;111.86;19.36;61.86;71.86;99.86;17.86;17.86;43.86;6.86;21.86;3.66;11.86;26.86;6.76;4.76;8.26;2.86;66.86;60.86;37.86;5.26;17.86;7.66;38.86;66.86;6.56;17.86;1;0.04;
0.39;11.57;6.13;0.39;0.93;0.48;3.13;2.4;1.8;0.48;0.38;0.33;2.13;0.63;2;0.05;0.15;2;0.16;111.87;19.37;61.87;71.87;99.87;17.87;17.87;43.87;6.87;21.87;3.67;11.87;26.87;6.77;4.77;8.27;2.87;66.87;60.87;37.87;5.27;17.87;7.67;38.87;66.87;6.57;17.87;1;0.04;
0.39;11.58;6.12;0.39;0.92;0.48;3.12;2.4;1.8;0.48;0.38;0.33;2.12;0.62;2;0.05;0.15;2;0.16;111.88;19.38;61.88;71.88;99.88;17.88;17.88;43.88;6.88;21.88;3.68;11.88;26.88;6.78;4.78;8.28;2.88;66.88;60.88;37.88;5.28;17.88;7.68;38.88;66.88;6.58;17.88;1;0.04;
0.39;11.59;6.11;0.39;0.91;0.48;3.11;2.4;1.8;0.48;0.38;0.33;2.11;0.61;2;0.05;0.15;2;0.16;111.89;19.39;61.89;71.89;99.89;17.89;17.89;43.89;6.89;21.89;3.69;11.89;26.89;6.79;4.79;8.29;2.89;66.89;60.89;37.89;5.29;17.89;7.69;38.89;66.89;6.59;17.89;1;0.04;
0.39;11.6;6.1;0.39;0.9;0.48;3.1;2.4;1.8;0.48;0.38;0.33;2.1;0.6;2;0.05;0.15;2;0.16;111.9;19.4;61.9;71.9;99.9;17.9;17.9;43.9;6.9;21.9;3.7;11.9;26.9;6.8;4.8;8.3;2.9;66.9;60.9;37.9;5.3;17.9;7.7;38.9;66.9;6.6;17.9;1;0.04;
0.39;11.61;6.09;0.39;0.89;0.48;3.09;2.4;1.8;0.48;0.38;0.33;2.09;0.59;2;0.05;0.15;2;0.16;111.91;19.41;61.91;71.91;99.91;17.91;17.91;43.91;6.91;21.91;3.71;11.91;26.91;6.81;4.81;8.31;2.91;66.91;60.91;37.91;5.31;17.91;7.71;38.91;66.91;6.61;17.91;1;0.04;
0.39;11.62;6.08;0.39;0.88;0.48;3.08;2.4;1.8;0.48;0.38;0.33;2.08;0.58;2;0.05;0.15;2;0.16;111.92;19.42;61.92;71.92;99.92;17.92;17.92;43.92;6.92;21.92;3.72;11.92;26.92;6.82;4.82;8.32;2.92;66.92;60.92;37.92;5.32;17.92;7.72;38.92;66.92;6.62;17.92;1;0.04;
0.39;11.63;6.07;0.39;0.87;0.48;3.07;2.4;1.8;0.48;0.38;0.33;2.07;0.57;2;0.05;0.15;2;0.16;111.93;19.43;61.93;71.93;99.93;17.93;17.93;43.93;6.93;21.93;3.73;11.93;26.93;6.83;4.83;8.33;2.93;66.93;60.93;37.93;5.33;17.93;7.73;38.93;66.93;6.63;17.93;1;0.04;
0.39;11.64;6.06;0.39;0.86;0.48;3.06;2.4;1.8;0.48;0.38;0.33;2.06;0.56;2;0.05;0.15;2;0.16;111.94;19.44;61.94;71.94;99.94;17.94;17.94;43.94;6.94;21.94;3.74;11.94;26.94;6.84;4.84;8.34;2.94;66.94;60.94;37.94;5.34;17.94;7.74;38.94;66.94;6.64;17.94;1;0.04;
0.39;11.65;6.05;0.39;0.85;0.48;3.05;2.4;1.8;0.48;0.38;0.33;2.05;0.55;2;0.05;0.15;2;0.16;111.95;19.45;61.95;71.95;99.95;17.95;17.95;43.95;6.95;21.95;3.75;11.95;26.95;6.85;4.85;8.35;2.95;66.95;60.95;37.95;5.35;17.95;7.75;38.95;66.95;6.65;17.95;1;0.04;
0.39;11.66;6.04;0.39;0.84;0.48;3.04;2.4;1.8;0.48;0.38;0.33;2.04;0.54;2;0.05;0.15;2;0.16;111.96;19.46;61.96;71.96;99.96;17.96;17.96;43.96;6.96;21.96;3.76;11.96;26.96;6.86;4.86;8.36;2.96;66.96;60.96;37.96;5.36;17.96;7.76;38.96;66.96;6.66;17.96;1;0.04;
0.39;11.67;6.03;0.39;0.83;0.48;3.03;2.4;1.8;0.48;0.38;0.33;2.03;0.54;2;0.05;0.15;2;0.16;111.97;19.47;61.97;71.97;99.97;17.97;17.97;43.97;6.97;21.97;3.77;11.97;26.97;6.87;4.87;8.37;2.97;66.97;60.97;37.97;5.37;17.97;7.77;38.97;66.97;6.67;17.97;1;0.04;
0.39;11.68;6.02;0.39;0.82;0.48;3.02;2.4;1.8;0.48;0.38;0.33;2.02;0.54;2;0.05;0.15;2;0.16;111.98;19.48;61.98;71.98;99.98;17.98;17.98;43.98;6.98;21.98;3.78;11.98;26.98;6.88;4.88;8.38;2.98;66.98;60.98;37.98;5.38;17.98;7.78;38.98;66.98;6.68;17.98;1;0.04;
0.39;11.69;6.01;0.39;0.81;0.48;3.01;2.4;1.8;0.48;0.38;0.33;2.01;0.54;2;0.05;0.15;2;0.16;111.99;19.49;61.99;71.99;99.99;17.99;17.99;43.99;6.99;21.99;3.79;11.99;26.99;6.89;4.89;8.39;2.99;66.99;60.99;37.99;5.39;17.99;7.79;38.99;66.99;6.69;17.99;1;0.04;
0.39;11.7;6;0.39;0.8;0.48;3;2.4;1.8;0.48;0.38;0.33;2;0.54;2;0.05;0.15;2;0.16;112;19.5;62;72;100;18;18;44;7;22;3.8;12;27;6.9;4.9;8.4;3;67;61;38;5.4;18;7.8;39;67;6.7;18;1;0.04;
0.39;11.71;5.99;0.39;0.79;0.48;2.99;2.4;1.8;0.48;0.38;0.33;1.99;0.54;2;0.05;0.15;2;0.16;112.01;19.51;62.01;72.01;100.01;18.01;18.01;44.01;7.01;22.01;3.81;12.01;27.01;6.91;4.91;8.41;3.01;67.01;61.01;38.01;5.41;18.01;7.81;39.01;67.01;6.71;18.01;1;0.04;
0.39;11.72;5.98;0.39;0.78;0.48;2.98;2.4;1.8;0.48;0.38;0.33;1.98;0.54;2;0.05;0.15;2;0.16;112.02;19.52;62.02;72.02;100.02;18.02;18.02;44.02;7.02;22.02;3.82;12.02;27.02;6.92;4.92;8.42;3.02;67.02;61.02;38.02;5.42;18.02;7.82;39.02;67.02;6.72;18.02;1;0.04;
0.39;11.73;5.97;0.39;0.77;0.48;2.97;2.4;1.8;0.48;0.38;0.33;1.97;0.54;2;0.05;0.15;2;0.16;112.03;19.53;62.03;72.03;100.03;18.03;18.03;44.03;7.03;22.03;3.83;12.03;27.03;6.93;4.93;8.43;3.03;67.03;61.03;38.03;5.43;18.03;7.83;39.03;67.03;6.73;18.03;1;0.04;
0.39;11.74;5.96;0.39;0.76;0.48;2.96;2.4;1.8;0.48;0.38;0.33;1.96;0.54;2;0.05;0.15;2;0.16;112.04;19.54;62.04;72.04;100.04;18.04;18.04;44.04;7.04;22.04;3.84;12.04;27.04;6.94;4.94;8.44;3.04;67.04;61.04;38.04;5.44;18.04;7.84;39.04;67.04;6.74;18.04;1;0.04;
0.39;11.75;5.95;0.39;0.75;0.48;2.95;2.4;1.8;0.48;0.38;0.33;1.95;0.54;2;0.05;0.15;2;0.16;112.05;19.55;62.05;72.05;100.05;18.05;18.05;44.05;7.05;22.05;3.85;12.05;27.05;6.95;4.95;8.45;3.05;67.05;61.05;38.05;5.45;18.05;7.85;39.05;67.05;6.75;18.05;1;0.04;
0.39;11.76;5.94;0.39;0.74;0.48;2.94;2.4;1.8;0.48;0.38;0.33;1.94;0.54;2;0.05;0.15;2;0.16;112.06;19.56;62.06;72.06;100.06;18.06;18.06;44.06;7.06;22.06;3.86;12.06;27.06;6.96;4.96;8.46;3.06;67.06;61.06;38.06;5.46;18.06;7.86;39.06;67.06;6.76;18.06;1;0.04;
0.39;11.77;5.93;0.39;0.73;0.48;2.93;2.4;1.8;0.48;0.38;0.33;1.93;0.54;2;0.05;0.15;2;0.16;112.07;19.57;62.07;72.07;100.07;18.07;18.07;44.07;7.07;22.07;3.87;12.07;27.07;6.97;4.97;8.47;3.07;67.07;61.07;38.07;5.47;18.07;7.87;39.07;67.07;6.77;18.07;1;0.04;
0.39;11.78;5.92;0.39;0.72;0.48;2.92;2.4;1.8;0.48;0.38;0.33;1.92;0.54;2;0.05;0.15;2;0.16;112.08;19.58;62.08;72.08;100.08;18.08;18.08;44.08;7.08;22.08;3.88;12.08;27.08;6.98;4.98;8.48;3.08;67.08;61.08;38.08;5.48;18.08;7.88;39.08;67.08;6.78;18.08;1;0.04;
0.39;11.79;5.91;0.39;0.71;0.48;2.91;2.4;1.8;0.48;0.38;0.33;1.91;0.54;2;0.05;0.15;2;0.16;112.09;19.59;62.09;72.09;100.09;18.09;18.09;44.09;7.09;22.09;3.89;12.09;27.09;6.99;4.99;8.49;3.09;67.09;61.09;38.09;5.49;18.09;7.89;39.09;67.09;6.79;18.09;1;0.04;
0.39;11.8;5.9;0.39;0.7;0.48;2.9;2.4;1.8;0.48;0.38;0.33;1.9;0.54;2;0.05;0.15;2;0.16;112.1;19.6;62.1;72.1;100.1;18.1;18.1;44.1;7.1;22.1;3.9;12.1;27.1;7;5;8.5;3.1;67.1;61.1;38.1;5.5;18.1;7.9;39.1;67.1;6.8;18.1;1;0.04;
