grain;wine;timber;cattle;fruit;fish;wool;coal;iron;cotton;tea;coffee;tropical_wood;tobaco;sulphur;silk;opium;precious_metal;rubber;aeroplane;ammunition;artillery;automobile;tanks;canned_food;cement;clipper;electric_gear;explosives;fabric;fertilizer;fuel;furniture;glass;liquor;lumber;luxury_clothes;luxury_furniture;machine_parts;paper;radio;regular_clothes;small_arms;steamer;steel;telephone;oil;dye;
1.8;9.7;8;1.8;2.8;2.2;5;2.4;1.8;2.2;1.75;1.5;4;2.5;2;0.25;0.7;2;0.75;110;17.5;60;70;98;16;16;42;5;20;1.8;10;25;4.9;2.9;6.4;1;65;59;36;3.4;16;5.8;37;65;4.7;16;1;0.22;
1.79;9.71;7.99;1.79;2.79;2.19;4.99;2.4;1.8;2.19;1.74;1.49;3.99;2.49;2;0.24;0.69;2;0.74;110.01;17.51;60.01;70.01;98.01;16.01;16.01;42.01;5.01;20.01;1.81;10.01;25.01;4.91;2.91;6.41;1.01;65.01;59.01;36.01;3.41;16.01;5.81;37.01;65.01;4.71;16.01;1;0.21;
1.78;9.72;7.98;1.78;2.78;2.18;4.98;2.4;1.8;2.18;1.73;1.48;3.98;2.48;2;0.23;0.68;2;0.73;110.02;17.52;60.02;70.02;98.02;16.02;16.02;42.02;5.02;20.02;1.82;10.02;25.02;4.92;2.92;6.42;1.02;65.02;59.02;36.02;3.42;16.02;5.82;37.02;65.02;4.72;16.02;1;0.2;
1.77;9.73;7.97;1.77;2.77;2.17;4.97;2.4;1.8;2.17;1.72;1.47;3.97;2.47;2;0.22;0.67;2;0.72;110.03;17.53;60.03;70.03;98.03;16.03;16.03;42.03;5.03;20.03;1.83;10.03;25.03;4.93;2.93;6.43;1.03;65.03;59.03;36.03;3.43;16.03;5.83;37.03;65.03;4.73;16.03;1;0.19;
1.76;9.74;7.96;1.76;2.76;2.16;4.96;2.4;1.8;2.16;1.71;1.46;3.96;2.46;2;0.21;0.66;2;0.71;110.04;17.54;60.04;70.04;98.04;16.04;16.04;42.04;5.04;20.04;1.84;10.04;25.04;4.94;2.94;6.44;1.04;65.04;59.04;36.04;3.44;16.04;5.84;37.04;65.04;4.74;16.04;1;0.18;
1.75;9.75;7.95;1.75;2.75;2.15;4.95;2.4;1.8;2.15;1.7;1.45;3.95;2.45;2;0.2;0.65;2;0.7;110.05;17.55;60.05;70.05;98.05;16.05;16.05;42.05;5.05;20.05;1.85;10.05;25.05;4.95;2.95;6.45;1.05;65.05;59.05;36.05;3.45;16.05;5.85;37.05;65.05;4.75;16.05;1;0.17;
1.74;9.76;7.94;1.74;2.74;2.14;4.94;2.4;1.8;2.14;1.69;1.44;3.94;2.44;2;0.19;0.64;2;0.69;110.06;17.56;60.06;70.06;98.06;16.06;16.06;42.06;5.06;20.06;1.86;10.06;25.06;4.96;2.96;6.46;1.06;65.06;59.06;36.06;3.46;16.06;5.86;37.06;65.06;4.76;16.06;1;0.16;
1.73;9.77;7.93;1.73;2.73;2.13;4.93;2.4;1.8;2.13;1.68;1.43;3.93;2.43;2;0.18;0.63;2;0.68;110.07;17.57;60.07;70.07;98.07;16.07;16.07;42.07;5.07;20.07;1.87;10.07;25.07;4.97;2.97;6.47;1.07;65.07;59.07;36.07;3.47;16.07;5.87;37.07;65.07;4.77;16.07;1;0.15;
1.72;9.78;7.92;1.72;2.72;2.12;4.92;2.4;1.8;2.12;1.67;1.42;3.92;2.42;2;0.17;0.62;2;0.67;110.08;17.58;60.08;70.08;98.08;16.08;16.08;42.08;5.08;20.08;1.88;10.08;25.08;4.98;2.98;6.48;1.08;65.08;59.08;36.08;3.48;16.08;5.88;37.08;65.08;4.78;16.08;1;0.14;
1.71;9.79;7.91;1.71;2.71;2.11;4.91;2.4;1.8;2.11;1.66;1.41;3.91;2.41;2;0.16;0.61;2;0.66;110.09;17.59;60.09;70.09;98.09;16.09;16.09;42.09;5.09;20.09;1.89;10.09;25.09;4.99;2.99;6.49;1.09;65.09;59.09;36.09;3.49;16.09;5.89;37.09;65.09;4.79;16.09;1;0.13;
1.7;9.8;7.9;1.7;2.7;2.1;4.9;2.4;1.8;2.1;1.65;1.4;3.9;2.4;2;0.15;0.6;2;0.65;110.1;17.6;60.1;70.1;98.1;16.1;16.1;42.1;5.1;20.1;1.9;10.1;25.1;5;3;6.5;1.1;65.1;59.1;36.1;3.5;16.1;5.9;37.1;65.1;4.8;16.1;1;0.12;
1.69;9.81;7.89;1.69;2.69;2.09;4.89;2.4;1.8;2.09;1.64;1.39;3.89;2.39;2;0.14;0.59;2;0.64;110.11;17.61;60.11;70.11;98.11;16.11;16.11;42.11;5.11;20.11;1.91;10.11;25.11;5.01;3.01;6.51;1.11;65.11;59.11;36.11;3.51;16.11;5.91;37.11;65.11;4.81;16.11;1;0.11;
1.68;9.82;7.88;1.68;2.68;2.08;4.88;2.4;1.8;2.08;1.63;1.38;3.88;2.38;2;0.13;0.58;2;0.63;110.12;17.62;60.12;70.12;98.12;16.12;16.12;42.12;5.12;20.12;1.92;10.12;25.12;5.02;3.02;6.52;1.12;65.12;59.12;36.12;3.52;16.12;5.92;37.12;65.12;4.82;16.12;1;0.1;
1.67;9.83;7.87;1.67;2.67;2.07;4.87;2.4;1.8;2.07;1.62;1.37;3.87;2.37;2;0.12;0.57;2;0.62;110.13;17.63;60.13;70.13;98.13;16.13;16.13;42.13;5.13;20.13;1.93;10.13;25.13;5.03;3.03;6.53;1.13;65.13;59.13;36.13;3.53;16.13;5.93;37.13;65.13;4.83;16.13;1;0.09;
1.66;9.84;7.86;1.66;2.66;2.06;4.86;2.4;1.8;2.06;1.61;1.36;3.86;2.36;2;0.11;0.56;2;0.61;110.14;17.64;60.14;70.14;98.14;16.14;16.14;42.14;5.14;20.14;1.94;10.14;25.14;5.04;3.04;6.54;1.14;65.14;59.14;36.14;3.54;16.14;5.94;37.14;65.14;4.84;16.14;1;0.08;
1.65;9.85;7.85;1.65;2.65;2.05;4.85;2.4;1.8;2.05;1.6;1.35;3.85;2.35;2;0.1;0.55;2;0.6;110.15;17.65;60.15;70.15;98.15;16.15;16.15;42.15;5.15;20.15;1.95;10.15;25.15;5.05;3.05;6.55;1.15;65.15;59.15;36.15;3.55;16.15;5.95;37.15;65.15;4.85;16.15;1;0.07;
1.64;9.86;7.84;1.64;2.64;2.04;4.84;2.4;1.8;2.04;1.59;1.34;3.84;2.34;2;0.09;0.54;2;0.59;110.16;17.66;60.16;70.16;98.16;16.16;16.16;42.16;5.16;20.16;1.96;10.16;25.16;5.06;3.06;6.56;1.16;65.16;59.16;36.16;3.56;16.16;5.96;37.16;65.16;4.86;16.16;1;0.06;
1.63;9.87;7.83;1.63;2.63;2.03;4.83;2.4;1.8;2.03;1.58;1.33;3.83;2.33;2;0.08;0.53;2;0.58;110.17;17.67;60.17;70.17;98.17;16.17;16.17;42.17;5.17;20.17;1.97;10.17;25.17;5.07;3.07;6.57;1.17;65.17;59.17;36.17;3.57;16.17;5.97;37.17;65.17;4.87;16.17;1;0.05;
1.62;9.88;7.82;1.62;2.62;2.02;4.82;2.4;1.8;2.02;1.57;1.32;3.82;2.32;2;0.07;0.52;2;0.57;110.18;17.68;60.18;70.18;98.18;16.18;16.18;42.18;5.18;20.18;1.98;10.18;25.18;5.08;3.08;6.58;1.18;65.18;59.18;36.18;3.58;16.18;5.98;37.18;65.18;4.88;16.18;1;0.04;
1.61;9.89;7.81;1.61;2.61;2.01;4.81;2.4;1.8;2.01;1.56;1.31;3.81;2.31;2;0.06;0.51;2;0.56;110.19;17.69;60.19;70.19;98.19;16.19;16.19;42.19;5.19;20.19;1.99;10.19;25.19;5.09;3.09;6.59;1.19;65.19;59.19;36.19;3.59;16.19;5.99;37.19;65.19;4.89;16.19;1;0.04;
1.6;9.9;7.8;1.6;2.6;2;4.8;2.4;1.8;2;1.55;1.3;3.8;2.3;2;0.05;0.5;2;0.55;110.2;17.7;60.2;70.2;98.2;16.2;16.2;42.2;5.2;20.2;2;10.2;25.2;5.1;3.1;6.6;1.2;65.2;59.2;36.2;3.6;16.2;6;37.2;65.2;4.9;16.2;1;0.04;
1.59;9.91;7.79;1.59;2.59;1.99;4.79;2.4;1.8;1.99;1.54;1.29;3.79;2.29;2;0.05;0.49;2;0.54;110.21;17.71;60.21;70.21;98.21;16.21;16.21;42.21;5.21;20.21;2.01;10.21;25.21;5.11;3.11;6.61;1.21;65.21;59.21;36.21;3.61;16.21;6.01;37.21;65.21;4.91;16.21;1;0.04;
1.58;9.92;7.78;1.58;2.58;1.98;4.78;2.4;1.8;1.98;1.53;1.28;3.78;2.28;2;0.05;0.48;2;0.53;110.22;17.72;60.22;70.22;98.22;16.22;16.22;42.22;5.22;20.22;2.02;10.22;25.22;5.12;3.12;6.62;1.22;65.22;59.22;36.22;3.62;16.22;6.02;37.22;65.22;4.92;16.22;1;0.04;
1.57;9.93;7.77;1.57;2.57;1.97;4.77;2.4;1.8;1.97;1.52;1.27;3.77;2.27;2;0.05;0.47;2;0.52;110.23;17.73;60.23;70.23;98.23;16.23;16.23;42.23;5.23;20.23;2.03;10.23;25.23;5.13;3.13;6.63;1.23;65.23;59.23;36.23;3.63;16.23;6.03;37.23;65.23;4.93;16.23;1;0.04;
1.56;9.94;7.76;1.56;2.56;1.96;4.76;2.4;1.8;1.96;1.51;1.26;3.76;2.26;2;0.05;0.46;2;0.51;110.24;17.74;60.24;70.24;98.24;16.24;16.24;42.24;5.24;20.24;2.04;10.24;25.24;5.14;3.14;6.64;1.24;65.24;59.24;36.24;3.64;16.24;6.04;37.24;65.24;4.94;16.24;1;0.04;
1.55;9.95;7.75;1.55;2.55;1.95;4.75;2.4;1.8;1.95;1.5;1.25;3.75;2.25;2;0.05;0.45;2;0.5;110.25;17.75;60.25;70.25;98.25;16.25;16.25;42.25;5.25;20.25;2.05;10.25;25.25;5.15;3.15;6.65;1.25;65.25;59.25;36.25;3.65;16.25;6.05;37.25;65.25;4.95;16.25;1;0.04;
1.54;9.96;7.74;1.54;2.54;1.94;4.74;2.4;1.8;1.94;1.49;1.24;3.74;2.24;2;0.05;0.44;2;0.49;110.26;17.76;60.26;70.26;98.26;16.26;16.26;42.26;5.26;20.26;2.06;10.26;25.26;5.16;3.16;6.66;1.26;65.26;59.26;36.26;3.66;16.26;6.06;37.26;65.26;4.96;16.26;1;0.04;
1.53;9.97;7.73;1.53;2.53;1.93;4.73;2.4;1.8;1.93;1.48;1.23;3.73;2.23;2;0.05;0.43;2;0.48;110.27;17.77;60.27;70.27;98.27;16.27;16.27;42.27;5.27;20.27;2.07;10.27;25.27;5.17;3.17;6.67;1.27;65.27;59.27;36.27;3.67;16.27;6.07;37.27;65.27;4.97;16.27;1;0.04;
1.52;9.98;7.72;1.52;2.52;1.92;4.72;2.4;1.8;1.92;1.47;1.22;3.72;2.22;2;0.05;0.42;2;0.47;110.28;17.78;60.28;70.28;98.28;16.28;16.28;42.28;5.28;20.28;2.08;10.28;25.28;5.18;3.18;6.68;1.28;65.28;59.28;36.28;3.68;16.28;6.08;37.28;65.28;4.98;16.28;1;0.04;
1.51;9.99;7.71;1.51;2.51;1.91;4.71;2.4;1.8;1.91;1.46;1.21;3.71;2.21;2;0.05;0.41;2;0.46;110.29;17.79;60.29;70.29;98.29;16.29;16.29;42.29;5.29;20.29;2.09;10.29;25.29;5.19;3.19;6.69;1.29;65.29;59.29;36.29;3.69;16.29;6.09;37.29;65.29;4.99;16.29;1;0.04;
1.5;10;7.7;1.5;2.5;1.9;4.7;2.4;1.8;1.9;1.45;1.2;3.7;2.2;2;0.05;0.4;2;0.45;110.3;17.8;60.3;70.3;98.3;16.3;16.3;42.3;5.3;20.3;2.1;10.3;25.3;5.2;3.2;6.7;1.3;65.3;59.3;36.3;3.7;16.3;6.1;37.3;65.3;5;16.3;1;0.04;
1.49;10.01;7.69;1.49;2.49;1.89;4.69;2.4;1.8;1.89;1.44;1.19;3.69;2.19;2;0.05;0.39;2;0.44;110.31;17.81;60.31;70.31;98.31;16.31;16.31;42.31;5.31;20.31;2.11;10.31;25.31;5.21;3.21;6.71;1.31;65.31;59.31;36.31;3.71;16.31;6.11;37.31;65.31;5.01;16.31;1;0.04;
1.48;10.02;7.68;1.48;2.48;1.88;4.68;2.4;1.8;1.88;1.43;1.18;3.68;2.18;2;0.05;0.38;2;0.43;110.32;17.82;60.32;70.32;98.32;16.32;16.32;42.32;5.32;20.32;2.12;10.32;25.32;5.22;3.22;6.72;1.32;65.32;59.32;36.32;3.72;16.32;6.12;37.32;65.32;5.02;16.32;1;0.04;
1.47;10.03;7.67;1.47;2.47;1.87;4.67;2.4;1.8;1.87;1.42;1.17;3.67;2.17;2;0.05;0.37;2;0.42;110.33;17.83;60.33;70.33;98.33;16.33;16.33;42.33;5.33;20.33;2.13;10.33;25.33;5.23;3.23;6.73;1.33;65.33;59.33;36.33;3.73;16.33;6.13;37.33;65.33;5.03;16.33;1;0.04;
1.46;10.04;7.66;1.46;2.46;1.86;4.66;2.4;1.8;1.86;1.41;1.16;3.66;2.16;2;0.05;0.36;2;0.41;110.34;17.84;60.34;70.34;98.34;16.34;16.34;42.34;5.34;20.34;2.14;10.34;25.34;5.24;3.24;6.74;1.34;65.34;59.34;36.34;3.74;16.34;6.14;37.34;65.34;5.04;16.34;1;0.04;
1.45;10.05;7.65;1.45;2.45;1.85;4.65;2.4;1.8;1.85;1.4;1.15;3.65;2.15;2;0.05;0.35;2;0.4;110.35;17.85;60.35;70.35;98.35;16.35;16.35;42.35;5.35;20.35;2.15;10.35;25.35;5.25;3.25;6.75;1.35;65.35;59.35;36.35;3.75;16.35;6.15;37.35;65.35;5.05;16.35;1;0.04;
1.44;10.06;7.64;1.44;2.44;1.84;4.64;2.4;1.8;1.84;1.39;1.14;3.64;2.14;2;0.05;0.34;2;0.39;110.36;17.86;60.36;70.36;98.36;16.36;16.36;42.36;5.36;20.36;2.16;10.36;25.36;5.26;3.26;6.76;1.36;65.36;59.36;36.36;3.76;16.36;6.16;37.36;65.36;5.06;16.36;1;0.04;
1.43;10.07;7.63;1.43;2.43;1.83;4.63;2.4;1.8;1.83;1.38;1.13;3.63;2.13;2;0.05;0.33;2;0.38;110.37;17.87;60.37;70.37;98.37;16.37;16.37;42.37;5.37;20.37;2.17;10.37;25.37;5.27;3.27;6.77;1.37;65.37;59.37;36.37;3.77;16.37;6.17;37.37;65.37;5.07;16.37;1;0.04;
1.42;10.08;7.62;1.42;2.42;1.82;4.62;2.4;1.8;1.82;1.37;1.12;3.62;2.12;2;0.05;0.32;2;0.37;110.38;17.88;60.38;70.38;98.38;16.38;16.38;42.38;5.38;20.38;2.18;10.38;25.38;5.28;3.28;6.78;1.38;65.38;59.38;36.38;3.78;16.38;6.18;37.38;65.38;5.08;16.38;1;0.04;
1.41;10.09;7.61;1.41;2.41;1.81;4.61;2.4;1.8;1.81;1.36;1.11;3.61;2.11;2;0.05;0.31;2;0.36;110.39;17.89;60.39;70.39;98.39;16.39;16.39;42.39;5.39;20.39;2.19;10.39;25.39;5.29;3.29;6.79;1.39;65.39;59.39;36.39;3.79;16.39;6.19;37.39;65.39;5.09;16.39;1;0.04;
1.4;10.1;7.6;1.4;2.4;1.8;4.6;2.4;1.8;1.8;1.35;1.1;3.6;2.1;2;0.05;0.3;2;0.35;110.4;17.9;60.4;70.4;98.4;16.4;16.4;42.4;5.4;20.4;2.2;10.4;25.4;5.3;3.3;6.8;1.4;65.4;59.4;36.4;3.8;16.4;6.2;37.4;65.4;5.1;16.4;1;0.04;
1.39;10.11;7.59;1.39;2.39;1.79;4.59;2.4;1.8;1.79;1.34;1.09;3.59;2.09;2;0.05;0.29;2;0.34;110.41;17.91;60.41;70.41;98.41;16.41;16.41;42.41;5.41;20.41;2.21;10.41;25.41;5.31;3.31;6.81;1.41;65.41;59.41;36.41;3.81;16.41;6.21;37.41;65.41;5.11;16.41;1;0.04;
1.38;10.12;7.58;1.38;2.38;1.78;4.58;2.4;1.8;1.78;1.33;1.08;3.58;2.08;2;0.05;0.28;2;0.33;110.42;17.92;60.42;70.42;98.42;16.42;16.42;42.42;5.42;20.42;2.22;10.42;25.42;5.32;3.32;6.82;1.42;65.42;59.42;36.42;3.82;16.42;6.22;37.42;65.42;5.12;16.42;1;0.04;
1.37;10.13;7.57;1.37;2.37;1.77;4.57;2.4;1.8;1.77;1.32;1.07;3.57;2.07;2;0.05;0.27;2;0.32;110.43;17.93;60.43;70.43;98.43;16.43;16.43;42.43;5.43;20.43;2.23;10.43;25.43;5.33;3.33;6.83;1.43;65.43;59.43;36.43;3.83;16.43;6.23;37.43;65.43;5.13;16.43;1;0.04;
1.36;10.14;7.56;1.36;2.36;1.76;4.56;2.4;1.8;1.76;1.31;1.06;3.56;2.06;2;0.05;0.26;2;0.31;110.44;17.94;60.44;70.44;98.44;16.44;16.44;42.44;5.44;20.44;2.24;10.44;25.44;5.34;3.34;6.84;1.44;65.44;59.44;36.44;3.84;16.44;6.24;37.44;65.44;5.14;16.44;1;0.04;
1.35;10.15;7.55;1.35;2.35;1.75;4.55;2.4;1.8;1.75;1.3;1.05;3.55;2.05;2;0.05;0.25;2;0.3;110.45;17.95;60.45;70.45;98.45;16.45;16.45;42.45;5.45;20.45;2.25;10.45;25.45;5.35;3.35;6.85;1.45;65.45;59.45;36.45;3.85;16.45;6.25;37.45;65.45;5.15;16.45;1;0.04;
1.34;10.16;7.54;1.34;2.34;1.74;4.54;2.4;1.8;1.74;1.29;1.04;3.54;2.04;2;0.05;0.24;2;0.29;110.46;17.96;60.46;70.46;98.46;16.46;16.46;42.46;5.46;20.46;2.26;10.46;25.46;5.36;3.36;6.86;1.46;65.46;59.46;36.46;3.86;16.46;6.26;37.46;65.46;5.16;16.46;1;0.04;
1.33;10.17;7.53;1.33;2.33;1.73;4.53;2.4;1.8;1.73;1.28;1.03;3.53;2.03;2;0.05;0.23;2;0.28;110.47;17.97;60.47;70.47;98.47;16.47;16.47;42.47;5.47;20.47;2.27;10.47;25.47;5.37;3.37;6.87;1.47;65.47;59.47;36.47;3.87;16.47;6.27;37.47;65.47;5.17;16.47;1;0.04;
1.32;10.18;7.52;1.32;2.32;1.72;4.52;2.4;1.8;1.72;1.27;1.02;3.52;2.02;2;0.05;0.22;2;0.27;110.48;17.98;60.48;70.48;98.48;16.48;16.48;42.48;5.48;20.48;2.28;10.48;25.48;5.38;3.38;6.88;1.48;65.48;59.48;36.48;3.88;16.48;6.28;37.48;65.48;5.18;16.48;1;0.04;
1.31;10.19;7.51;1.31;2.31;1.71;4.51;2.4;1.8;1.71;1.26;1.01;3.51;2.01;2;0.05;0.21;2;0.26;110.49;17.99;60.49;70.49;98.49;16.49;16.49;42.49;5.49;20.49;2.29;10.49;25.49;5.39;3.39;6.89;1.49;65.49;59.49;36.49;3.89;16.49;6.29;37.49;65.49;5.19;16.49;1;0.04;
1.3;10.2;7.5;1.3;2.3;1.7;4.5;2.4;1.8;1.7;1.25;1;3.5;2;2;0.05;0.2;2;0.25;110.5;18;60.5;70.5;98.5;16.5;16.5;42.5;5.5;20.5;2.3;10.5;25.5;5.4;3.4;6.9;1.5;65.5;59.5;36.5;3.9;16.5;6.3;37.5;65.5;5.2;16.5;1;0.04;
1.29;10.21;7.49;1.29;2.29;1.69;4.49;2.4;1.8;1.69;1.24;0.99;3.49;1.99;2;0.05;0.19;2;0.24;110.51;18.01;60.51;70.51;98.51;16.51;16.51;42.51;5.51;20.51;2.31;10.51;25.51;5.41;3.41;6.91;1.51;65.51;59.51;36.51;3.91;16.51;6.31;37.51;65.51;5.21;16.51;1;0.04;
1.28;10.22;7.48;1.28;2.28;1.68;4.48;2.4;1.8;1.68;1.23;0.98;3.48;1.98;2;0.05;0.18;2;0.23;110.52;18.02;60.52;70.52;98.52;16.52;16.52;42.52;5.52;20.52;2.32;10.52;25.52;5.42;3.42;6.92;1.52;65.52;59.52;36.52;3.92;16.52;6.32;37.52;65.52;5.22;16.52;1;0.04;
1.27;10.23;7.47;1.27;2.27;1.67;4.47;2.4;1.8;1.67;1.22;0.97;3.47;1.97;2;0.05;0.17;2;0.22;110.53;18.03;60.53;70.53;98.53;16.53;16.53;42.53;5.53;20.53;2.33;10.53;25.53;5.43;3.43;6.93;1.53;65.53;59.53;36.53;3.93;16.53;6.33;37.53;65.53;5.23;16.53;1;0.04;
1.26;10.24;7.46;1.26;2.26;1.66;4.46;2.4;1.8;1.66;1.21;0.96;3.46;1.96;2;0.05;0.16;2;0.21;110.54;18.04;60.54;70.54;98.54;16.54;16.54;42.54;5.54;20.54;2.34;10.54;25.54;5.44;3.44;6.94;1.54;65.54;59.54;36.54;3.94;16.54;6.34;37.54;65.54;5.24;16.54;1;0.04;
1.25;10.25;7.45;1.25;2.25;1.65;4.45;2.4;1.8;1.65;1.2;0.95;3.45;1.95;2;0.05;0.15;2;0.2;110.55;18.05;60.55;70.55;98.55;16.55;16.55;42.55;5.55;20.55;2.35;10.55;25.55;5.45;3.45;6.95;1.55;65.55;59.55;36.55;3.95;16.55;6.35;37.55;65.55;5.25;16.55;1;0.04;
1.24;10.26;7.44;1.24;2.24;1.64;4.44;2.4;1.8;1.64;1.19;0.94;3.44;1.94;2;0.05;0.15;2;0.19;110.56;18.06;60.56;70.56;98.56;16.56;16.56;42.56;5.56;20.56;2.36;10.56;25.56;5.46;3.46;6.96;1.56;65.56;59.56;36.56;3.96;16.56;6.36;37.56;65.56;5.26;16.56;1;0.04;
1.23;10.27;7.43;1.23;2.23;1.63;4.43;2.4;1.8;1.63;1.18;0.93;3.43;1.93;2;0.05;0.15;2;0.18;110.57;18.07;60.57;70.57;98.57;16.57;16.57;42.57;5.57;20.57;2.37;10.57;25.57;5.47;3.47;6.97;1.57;65.57;59.57;36.57;3.97;16.57;6.37;37.57;65.57;5.27;16.57;1;0.04;
1.22;10.28;7.42;1.22;2.22;1.62;4.42;2.4;1.8;1.62;1.17;0.92;3.42;1.92;2;0.05;0.15;2;0.17;110.58;18.08;60.58;70.58;98.58;16.58;16.58;42.58;5.58;20.58;2.38;10.58;25.58;5.48;3.48;6.98;1.58;65.58;59.58;36.58;3.98;16.58;6.38;37.58;65.58;5.28;16.58;1;0.04;
1.21;10.29;7.41;1.21;2.21;1.61;4.41;2.4;1.8;1.61;1.16;0.91;3.41;1.91;2;0.05;0.15;2;0.16;110.59;18.09;60.59;70.59;98.59;16.59;16.59;42.59;5.59;20.59;2.39;10.59;25.59;5.49;3.49;6.99;1.59;65.59;59.59;36.59;3.99;16.59;6.39;37.59;65.59;5.29;16.59;1;0.04;
1.2;10.3;7.4;1.2;2.2;1.6;4.4;2.4;1.8;1.6;1.15;0.9;3.4;1.9;2;0.05;0.15;2;0.16;110.6;18.1;60.6;70.6;98.6;16.6;16.6;42.6;5.6;20.6;2.4;10.6;25.6;5.5;3.5;7;1.6;65.6;59.6;36.6;4;16.6;6.4;37.6;65.6;5.3;16.6;1;0.04;
1.19;10.31;7.39;1.19;2.19;1.59;4.39;2.4;1.8;1.59;1.14;0.89;3.39;1.89;2;0.05;0.15;2;0.16;110.61;18.11;60.61;70.61;98.61;16.61;16.61;42.61;5.61;20.61;2.41;10.61;25.61;5.51;3.51;7.01;1.61;65.61;59.61;36.61;4.01;16.61;6.41;37.61;65.61;5.31;16.61;1;0.04;
1.18;10.32;7.38;1.18;2.18;1.58;4.38;2.4;1.8;1.58;1.13;0.88;3.38;1.88;2;0.05;0.15;2;0.16;110.62;18.12;60.62;70.62;98.62;16.62;16.62;42.62;5.62;20.62;2.42;10.62;25.62;5.52;3.52;7.02;1.62;65.62;59.62;36.62;4.02;16.62;6.42;37.62;65.62;5.32;16.62;1;0.04;
1.17;10.33;7.37;1.17;2.17;1.57;4.37;2.4;1.8;1.57;1.12;0.87;3.37;1.87;2;0.05;0.15;2;0.16;110.63;18.13;60.63;70.63;98.63;16.63;16.63;42.63;5.63;20.63;2.43;10.63;25.63;5.53;3.53;7.03;1.63;65.63;59.63;36.63;4.03;16.63;6.43;37.63;65.63;5.33;16.63;1;0.04;
1.16;10.34;7.36;1.16;2.16;1.56;4.36;2.4;1.8;1.56;1.11;0.86;3.36;1.86;2;0.05;0.15;2;0.16;110.64;18.14;60.64;70.64;98.64;16.64;16.64;42.64;5.64;20.64;2.44;10.64;25.64;5.54;3.54;7.04;1.64;65.64;59.64;36.64;4.04;16.64;6.44;37.64;65.64;5.34;16.64;1;0.04;
1.15;10.35;7.35;1.15;2.15;1.55;4.35;2.4;1.8;1.55;1.1;0.85;3.35;1.85;2;0.05;0.15;2;0.16;110.65;18.15;60.65;70.65;98.65;16.65;16.65;42.65;5.65;20.65;2.45;10.65;25.65;5.55;3.55;7.05;1.65;65.65;59.65;36.65;4.05;16.65;6.45;37.65;65.65;5.35;16.65;1;0.04;
1.14;10.36;7.34;1.14;2.14;1.54;4.34;2.4;1.8;1.54;1.09;0.84;3.34;1.84;2;0.05;0.15;2;0.16;110.66;18.16;60.66;70.66;98.66;16.66;16.66;42.66;5.66;20.66;2.46;10.66;25.66;5.56;3.56;7.06;1.66;65.66;59.66;36.66;4.06;16.66;6.46;37.66;65.66;5.36;16.66;1;0.04;
1.13;10.37;7.33;1.13;2.13;1.53;4.33;2.4;1.8;1.53;1.08;0.83;3.33;1.83;2;0.05;0.15;2;0.16;110.67;18.17;60.67;70.67;98.67;16.67;16.67;42.67;5.67;20.67;2.47;10.67;25.67;5.57;3.57;7.07;1.67;65.67;59.67;36.67;4.07;16.67;6.47;37.67;65.67;5.37;16.67;1;0.04;
1.12;10.38;7.32;1.12;2.12;1.52;4.32;2.4;1.8;1.52;1.07;0.82;3.32;1.82;2;0.05;0.15;2;0.16;110.68;18.18;60.68;70.68;98.68;16.68;16.68;42.68;5.68;20.68;2.48;10.68;25.68;5.58;3.58;7.08;1.68;65.68;59.68;36.68;4.08;16.68;6.48;37.68;65.68;5.38;16.68;1;0.04;
1.11;10.39;7.31;1.11;2.11;1.51;4.31;2.4;1.8;1.51;1.06;0.81;3.31;1.81;2;0.05;0.15;2;0.16;110.69;18.19;60.69;70.69;98.69;16.69;16.69;42.69;5.69;20.69;2.49;10.69;25.69;5.59;3.59;7.09;1.69;65.69;59.69;36.69;4.09;16.69;6.49;37.69;65.69;5.39;16.69;1;0.04;
1.1;10.4;7.3;1.1;2.1;1.5;4.3;2.4;1.8;1.5;1.05;0.8;3.3;1.8;2;0.05;0.15;2;0.16;110.7;18.2;60.7;70.7;98.7;16.7;16.7;42.7;5.7;20.7;2.5;10.7;25.7;5.6;3.6;7.1;1.7;65.7;59.7;36.7;4.1;16.7;6.5;37.7;65.7;5.4;16.7;1;0.04;
1.09;10.41;7.29;1.09;2.09;1.49;4.29;2.4;1.8;1.49;1.04;0.79;3.29;1.79;2;0.05;0.15;2;0.16;110.71;18.21;60.71;70.71;98.71;16.71;16.71;42.71;5.71;20.71;2.51;10.71;25.71;5.61;3.61;7.11;1.71;65.71;59.71;36.71;4.11;16.71;6.51;37.71;65.71;5.41;16.71;1;0.04;
1.08;10.42;7.28;1.08;2.08;1.48;4.28;2.4;1.8;1.48;1.03;0.78;3.28;1.78;2;0.05;0.15;2;0.16;110.72;18.22;60.72;70.72;98.72;16.72;16.72;42.72;5.72;20.72;2.52;10.72;25.72;5.62;3.62;7.12;1.72;65.72;59.72;36.72;4.12;16.72;6.52;37.72;65.72;5.42;16.72;1;0.04;
1.07;10.43;7.27;1.07;2.07;1.47;4.27;2.4;1.8;1.47;1.02;0.77;3.27;1.77;2;0.05;0.15;2;0.16;110.73;18.23;60.73;70.73;98.73;16.73;16.73;42.73;5.73;20.73;2.53;10.73;25.73;5.63;3.63;7.13;1.73;65.73;59.73;36.73;4.13;16.73;6.53;37.73;65.73;5.43;16.73;1;0.04;
